"ballot_id","MP_id","surname","origin","party","gvt_party_at_home","vote_type_id","vote_id","ballot_pass","ft_process_step","ft_topic_id","ft_topic","ft_for","ft_against","ft_abstention","ft_absent","ballot_date","ballot_type_id","gvt_type_dk","gvt_bloc_dk","comment","ballot_result_string"
835,"13","Olsvig","GL","IA",TRUE,"3","776471",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,97,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

97 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
835,"262","Skaale","FO","C",FALSE,"3","776477",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,97,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

97 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
836,"294","Jakobsen","GL","SIU",FALSE,"3","776634",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,98,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

98 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
836,"247","Joensen","FO","B",TRUE,"3","776638",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,98,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

98 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
836,"13","Olsvig","GL","IA",TRUE,"3","776650",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,98,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

98 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
836,"262","Skaale","FO","C",FALSE,"3","776656",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",13,98,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

13 stemmer for forslaget (DF)

98 stemmer imod forslaget (V, S, RV, SF, EL, LA, KF)

0 stemmer hverken for eller imod forslaget

"
837,"294","Jakobsen","GL","SIU",FALSE,"3","776813",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
837,"247","Joensen","FO","B",TRUE,"3","776817",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
837,"13","Olsvig","GL","IA",TRUE,"3","776829",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
837,"262","Skaale","FO","C",FALSE,"3","776835",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
838,"294","Jakobsen","GL","SIU",FALSE,"3","776992",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",47,59,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

47 stemmer for forslaget (V, DF, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
838,"247","Joensen","FO","B",TRUE,"3","776996",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",47,59,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

47 stemmer for forslaget (V, DF, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
838,"13","Olsvig","GL","IA",TRUE,"3","777008",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",47,59,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

47 stemmer for forslaget (V, DF, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
838,"262","Skaale","FO","C",FALSE,"3","777014",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",47,59,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

47 stemmer for forslaget (V, DF, KF)

59 stemmer imod forslaget (S, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
839,"294","Jakobsen","GL","SIU",FALSE,"3","777147",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
839,"247","Joensen","FO","B",TRUE,"3","777151",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
839,"13","Olsvig","GL","IA",TRUE,"3","777163",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
839,"262","Skaale","FO","C",FALSE,"3","777169",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
840,"294","Jakobsen","GL","SIU",FALSE,"3","777350",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",4,102,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

4 stemmer for forslaget (KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
840,"247","Joensen","FO","B",TRUE,"3","777354",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",4,102,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

4 stemmer for forslaget (KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
840,"13","Olsvig","GL","IA",TRUE,"3","777366",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",4,102,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

4 stemmer for forslaget (KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
840,"262","Skaale","FO","C",FALSE,"3","777372",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",4,102,5,68,2012-12-18,4,"coalition","left",NA,"Forkastet

4 stemmer for forslaget (KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

5 stemmer hverken for eller imod forslaget (LA)

"
841,"13","Olsvig","GL","IA",TRUE,"3","777520",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",52,58,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

52 stemmer for forslaget (V, DF, LA, KF)

58 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
841,"262","Skaale","FO","C",FALSE,"3","777526",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",52,58,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

52 stemmer for forslaget (V, DF, LA, KF)

58 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
841,"247","Joensen","FO","B",TRUE,"3","777559",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",52,58,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

52 stemmer for forslaget (V, DF, LA, KF)

58 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
841,"294","Jakobsen","GL","SIU",FALSE,"3","777563",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",52,58,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

52 stemmer for forslaget (V, DF, LA, KF)

58 stemmer imod forslaget (S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
842,"294","Jakobsen","GL","SIU",FALSE,"3","777708",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
842,"247","Joensen","FO","B",TRUE,"3","777712",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
842,"13","Olsvig","GL","IA",TRUE,"3","777724",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
842,"262","Skaale","FO","C",FALSE,"3","777730",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
690,"294","Jakobsen","GL","SIU",FALSE,"3","777884",TRUE,"3. behandling",5448,"Forslag til lov om ændring af færdselsloven. (Forsøgsordning vedrørende kommuners håndhævelse af bestemmelser om cykelparkering).",105,5,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

105 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

"
690,"247","Joensen","FO","B",TRUE,"3","777887",TRUE,"3. behandling",5448,"Forslag til lov om ændring af færdselsloven. (Forsøgsordning vedrørende kommuners håndhævelse af bestemmelser om cykelparkering).",105,5,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

105 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

"
690,"13","Olsvig","GL","IA",TRUE,"3","777900",TRUE,"3. behandling",5448,"Forslag til lov om ændring af færdselsloven. (Forsøgsordning vedrørende kommuners håndhævelse af bestemmelser om cykelparkering).",105,5,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

105 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

"
690,"262","Skaale","FO","C",FALSE,"3","777908",TRUE,"3. behandling",5448,"Forslag til lov om ændring af færdselsloven. (Forsøgsordning vedrørende kommuners håndhævelse af bestemmelser om cykelparkering).",105,5,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

105 stemmer for forslaget (V, S, DF, RV, SF, EL, KF)

5 stemmer imod forslaget (LA)

0 stemmer hverken for eller imod forslaget

"
843,"294","Jakobsen","GL","SIU",FALSE,"3","778065",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",8,102,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

8 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
843,"247","Joensen","FO","B",TRUE,"3","778069",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",8,102,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

8 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
843,"13","Olsvig","GL","IA",TRUE,"3","778082",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",8,102,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

8 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
843,"262","Skaale","FO","C",FALSE,"3","778088",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",8,102,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

8 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
844,"294","Jakobsen","GL","SIU",FALSE,"3","778245",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
844,"247","Joensen","FO","B",TRUE,"3","778249",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
844,"13","Olsvig","GL","IA",TRUE,"3","778261",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
844,"262","Skaale","FO","C",FALSE,"3","778267",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
845,"294","Jakobsen","GL","SIU",FALSE,"3","778424",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
845,"247","Joensen","FO","B",TRUE,"3","778428",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
845,"13","Olsvig","GL","IA",TRUE,"3","778440",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
845,"262","Skaale","FO","C",FALSE,"3","778446",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
846,"294","Jakobsen","GL","SIU",FALSE,"3","778602",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,103,0,71,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

103 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
846,"247","Joensen","FO","B",TRUE,"3","778606",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,103,0,71,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

103 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
846,"13","Olsvig","GL","IA",TRUE,"3","778618",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,103,0,71,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

103 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
846,"262","Skaale","FO","C",FALSE,"3","778624",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,103,0,71,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

103 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
847,"294","Jakobsen","GL","SIU",FALSE,"3","778782",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
847,"247","Joensen","FO","B",TRUE,"3","778786",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
847,"13","Olsvig","GL","IA",TRUE,"3","778798",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
847,"262","Skaale","FO","C",FALSE,"3","778804",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",5,106,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

5 stemmer for forslaget (LA)

106 stemmer imod forslaget (V, S, DF, RV, SF, EL, KF)

0 stemmer hverken for eller imod forslaget

"
848,"294","Jakobsen","GL","SIU",FALSE,"3","778961",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
848,"247","Joensen","FO","B",TRUE,"3","778965",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
848,"13","Olsvig","GL","IA",TRUE,"3","778977",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
848,"262","Skaale","FO","C",FALSE,"3","778983",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,102,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

102 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
849,"294","Jakobsen","GL","SIU",FALSE,"3","779139",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
849,"247","Joensen","FO","B",TRUE,"3","779143",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
849,"13","Olsvig","GL","IA",TRUE,"3","779156",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
849,"262","Skaale","FO","C",FALSE,"3","779162",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",9,101,0,69,2012-12-18,4,"coalition","left",NA,"Forkastet

9 stemmer for forslaget (LA, KF)

101 stemmer imod forslaget (V, S, DF, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
850,"294","Jakobsen","GL","SIU",FALSE,"3","779295",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
850,"247","Joensen","FO","B",TRUE,"3","779299",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
850,"13","Olsvig","GL","IA",TRUE,"3","779311",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
850,"262","Skaale","FO","C",FALSE,"3","779317",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
851,"294","Jakobsen","GL","SIU",FALSE,"3","779498",TRUE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",110,0,0,69,2012-12-18,4,"coalition","left",NA,"Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

"
851,"247","Joensen","FO","B",TRUE,"3","779502",TRUE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",110,0,0,69,2012-12-18,4,"coalition","left",NA,"Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

"
851,"13","Olsvig","GL","IA",TRUE,"3","779514",TRUE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",110,0,0,69,2012-12-18,4,"coalition","left",NA,"Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

"
851,"262","Skaale","FO","C",FALSE,"3","779520",TRUE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",110,0,0,69,2012-12-18,4,"coalition","left",NA,"Vedtaget

110 stemmer for forslaget (V, S, DF, RV, SF, EL, LA, KF)

0 stemmer imod forslaget

0 stemmer hverken for eller imod forslaget

"
852,"294","Jakobsen","GL","SIU",FALSE,"3","779677",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
852,"247","Joensen","FO","B",TRUE,"3","779681",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
852,"13","Olsvig","GL","IA",TRUE,"3","779693",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
852,"262","Skaale","FO","C",FALSE,"3","779699",FALSE,"1. del af 3. behandling ",6647,"Forslag til finanslov for finansåret 2013.",22,89,0,68,2012-12-18,4,"coalition","left",NA,"Forkastet

22 stemmer for forslaget (DF, LA, KF)

89 stemmer imod forslaget (V, S, RV, SF, EL)

0 stemmer hverken for eller imod forslaget

"
691,"294","Jakobsen","GL","SIU",FALSE,"3","779852",TRUE,"3. behandling",5455,"Forslag til lov om ændring af retsplejeloven, straffeloven og lov om elektroniske kommunikationsnet og -tjenester. (Revision af reglerne om forkyndelse m.v.).",102,8,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

102 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

"
691,"247","Joensen","FO","B",TRUE,"3","779855",TRUE,"3. behandling",5455,"Forslag til lov om ændring af retsplejeloven, straffeloven og lov om elektroniske kommunikationsnet og -tjenester. (Revision af reglerne om forkyndelse m.v.).",102,8,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

102 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

"
691,"13","Olsvig","GL","IA",TRUE,"3","779868",TRUE,"3. behandling",5455,"Forslag til lov om ændring af retsplejeloven, straffeloven og lov om elektroniske kommunikationsnet og -tjenester. (Revision af reglerne om forkyndelse m.v.).",102,8,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

102 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

"
691,"262","Skaale","FO","C",FALSE,"3","779877",TRUE,"3. behandling",5455,"Forslag til lov om ændring af retsplejeloven, straffeloven og lov om elektroniske kommunikationsnet og -tjenester. (Revision af reglerne om forkyndelse m.v.).",102,8,0,69,2012-11-29,1,"coalition","left",NA,"Vedtaget

102 stemmer for forslaget (V, S, DF, RV, SF, LA, KF)

8 stemmer imod forslaget (EL)

0 stemmer hverken for eller imod forslaget

"
