"ballot_id","MP_id","surname","origin","party","gvt_party_at_home","vote_type_id","vote_id","ballot_pass","ft_process_step","ft_topic_id","ft_topic","ft_for","ft_against","ft_abstention","ft_absent","ballot_date","ballot_type_id","gvt_type_dk","gvt_bloc_dk","comment","ballot_result_string"
5922,"670","Johansen","GL","SIU",TRUE,"3","1472432",TRUE,"3. behandling",31151,"Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. (Skolernes frihed, mål for undervisningen, krav til bestyrelsesmedlemmer, lærere og tilsynsførende, herunder om danskkundskaber, samt tilsyn m.v.).",90,21,0,68,2005-05-03,1,"coalition","right",NA,NA
5922,"3093","Kallsberg","FO","A",TRUE,"3","1472435",TRUE,"3. behandling",31151,"Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. (Skolernes frihed, mål for undervisningen, krav til bestyrelsesmedlemmer, lærere og tilsynsførende, herunder om danskkundskaber, samt tilsyn m.v.).",90,21,0,68,2005-05-03,1,"coalition","right",NA,NA
5922,"672","Kleist","GL","IA",TRUE,"3","1472441",TRUE,"3. behandling",31151,"Forslag til lov om ændring af lov om friskoler og private grundskoler m.v. (Skolernes frihed, mål for undervisningen, krav til bestyrelsesmedlemmer, lærere og tilsynsførende, herunder om danskkundskaber, samt tilsyn m.v.).",90,21,0,68,2005-05-03,1,"coalition","right",NA,NA
5923,"1833","Hoydal","FO","E",FALSE,"3","1472598",TRUE,"3. behandling",7766,"Forslag til lov om indhentning af tilbud i bygge- og anlægssektoren.",114,0,0,65,2005-05-10,1,"coalition","right",NA,NA
5923,"670","Johansen","GL","SIU",TRUE,"3","1472610",TRUE,"3. behandling",7766,"Forslag til lov om indhentning af tilbud i bygge- og anlægssektoren.",114,0,0,65,2005-05-10,1,"coalition","right",NA,NA
5923,"3093","Kallsberg","FO","A",TRUE,"3","1472613",TRUE,"3. behandling",7766,"Forslag til lov om indhentning af tilbud i bygge- og anlægssektoren.",114,0,0,65,2005-05-10,1,"coalition","right",NA,NA
5923,"672","Kleist","GL","IA",TRUE,"3","1472619",TRUE,"3. behandling",7766,"Forslag til lov om indhentning af tilbud i bygge- og anlægssektoren.",114,0,0,65,2005-05-10,1,"coalition","right",NA,NA
5924,"1833","Hoydal","FO","E",FALSE,"3","1472777",FALSE,"2. behandling",31138,"Forslag til lov om ændring af straffeloven. (Forældelse, skærpelse af straffen for falske afsonere m.v.).",50,61,0,68,2005-05-10,4,"coalition","right",NA,NA
5924,"670","Johansen","GL","SIU",TRUE,"3","1472789",FALSE,"2. behandling",31138,"Forslag til lov om ændring af straffeloven. (Forældelse, skærpelse af straffen for falske afsonere m.v.).",50,61,0,68,2005-05-10,4,"coalition","right",NA,NA
5924,"3093","Kallsberg","FO","A",TRUE,"3","1472792",FALSE,"2. behandling",31138,"Forslag til lov om ændring af straffeloven. (Forældelse, skærpelse af straffen for falske afsonere m.v.).",50,61,0,68,2005-05-10,4,"coalition","right",NA,NA
5924,"672","Kleist","GL","IA",TRUE,"3","1472798",FALSE,"2. behandling",31138,"Forslag til lov om ændring af straffeloven. (Forældelse, skærpelse af straffen for falske afsonere m.v.).",50,61,0,68,2005-05-10,4,"coalition","right",NA,NA
5925,"1833","Hoydal","FO","E",FALSE,"3","1472956",FALSE,"2. behandling",31140,"Forslag til lov om ændring af straffeloven og visse andre love. (Berigelseskriminalitet rettet mod offentlige midler, kriminalitet i juridiske personer, klagebegrænsning og hvidvaskning i spillekasinoer m.v.).",19,91,0,69,2005-05-10,4,"coalition","right",NA,NA
5925,"670","Johansen","GL","SIU",TRUE,"3","1472968",FALSE,"2. behandling",31140,"Forslag til lov om ændring af straffeloven og visse andre love. (Berigelseskriminalitet rettet mod offentlige midler, kriminalitet i juridiske personer, klagebegrænsning og hvidvaskning i spillekasinoer m.v.).",19,91,0,69,2005-05-10,4,"coalition","right",NA,NA
5925,"3093","Kallsberg","FO","A",TRUE,"3","1472971",FALSE,"2. behandling",31140,"Forslag til lov om ændring af straffeloven og visse andre love. (Berigelseskriminalitet rettet mod offentlige midler, kriminalitet i juridiske personer, klagebegrænsning og hvidvaskning i spillekasinoer m.v.).",19,91,0,69,2005-05-10,4,"coalition","right",NA,NA
5925,"672","Kleist","GL","IA",TRUE,"3","1472977",FALSE,"2. behandling",31140,"Forslag til lov om ændring af straffeloven og visse andre love. (Berigelseskriminalitet rettet mod offentlige midler, kriminalitet i juridiske personer, klagebegrænsning og hvidvaskning i spillekasinoer m.v.).",19,91,0,69,2005-05-10,4,"coalition","right",NA,NA
5926,"1833","Hoydal","FO","E",FALSE,"3","1473111",FALSE,"2. behandling",31141,"Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Fuldbyrdelse af straf på bopælen under intensiv overvågning og kontrol samt begrænset fællesskab for »negativt stærke« indsatte m.v.)",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5926,"670","Johansen","GL","SIU",TRUE,"3","1473147",FALSE,"2. behandling",31141,"Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Fuldbyrdelse af straf på bopælen under intensiv overvågning og kontrol samt begrænset fællesskab for »negativt stærke« indsatte m.v.)",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5926,"3093","Kallsberg","FO","A",TRUE,"3","1473150",FALSE,"2. behandling",31141,"Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Fuldbyrdelse af straf på bopælen under intensiv overvågning og kontrol samt begrænset fællesskab for »negativt stærke« indsatte m.v.)",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5926,"672","Kleist","GL","IA",TRUE,"3","1473156",FALSE,"2. behandling",31141,"Forslag til lov om ændring af lov om fuldbyrdelse af straf m.v. (Fuldbyrdelse af straf på bopælen under intensiv overvågning og kontrol samt begrænset fællesskab for »negativt stærke« indsatte m.v.)",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5927,"1833","Hoydal","FO","E",FALSE,"3","1473314",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",18,91,0,70,2005-05-10,4,"coalition","right",NA,NA
5927,"670","Johansen","GL","SIU",TRUE,"3","1473326",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",18,91,0,70,2005-05-10,4,"coalition","right",NA,NA
5927,"3093","Kallsberg","FO","A",TRUE,"3","1473329",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",18,91,0,70,2005-05-10,4,"coalition","right",NA,NA
5927,"672","Kleist","GL","IA",TRUE,"3","1473335",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",18,91,0,70,2005-05-10,4,"coalition","right",NA,NA
5928,"1833","Hoydal","FO","E",FALSE,"3","1473493",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,94,0,68,2005-05-10,4,"coalition","right",NA,NA
5928,"670","Johansen","GL","SIU",TRUE,"3","1473505",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,94,0,68,2005-05-10,4,"coalition","right",NA,NA
5928,"3093","Kallsberg","FO","A",TRUE,"3","1473508",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,94,0,68,2005-05-10,4,"coalition","right",NA,NA
5928,"672","Kleist","GL","IA",TRUE,"3","1473514",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,94,0,68,2005-05-10,4,"coalition","right",NA,NA
5929,"1833","Hoydal","FO","E",FALSE,"3","1473648",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5929,"670","Johansen","GL","SIU",TRUE,"3","1473660",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5929,"3093","Kallsberg","FO","A",TRUE,"3","1473663",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5929,"672","Kleist","GL","IA",TRUE,"3","1473669",FALSE,"2. behandling",31143,"Forslag til lov om ændring af lov om oprettelse af et centralt dna-profilregister og retsplejeloven. (Udvidelse af dna-profil-registerets persondel, indikationskrav ved legemsundersøgelse m.v.).",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5930,"1833","Hoydal","FO","E",FALSE,"3","1473851",FALSE,"2. behandling",21915,"Forslag til navnelov.",16,90,0,73,2005-05-10,4,"coalition","right",NA,NA
5930,"670","Johansen","GL","SIU",TRUE,"3","1473863",FALSE,"2. behandling",21915,"Forslag til navnelov.",16,90,0,73,2005-05-10,4,"coalition","right",NA,NA
5930,"3093","Kallsberg","FO","A",TRUE,"3","1473866",FALSE,"2. behandling",21915,"Forslag til navnelov.",16,90,0,73,2005-05-10,4,"coalition","right",NA,NA
5930,"672","Kleist","GL","IA",TRUE,"3","1473872",FALSE,"2. behandling",21915,"Forslag til navnelov.",16,90,0,73,2005-05-10,4,"coalition","right",NA,NA
5931,"1833","Hoydal","FO","E",FALSE,"3","1474030",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,90,0,72,2005-05-10,4,"coalition","right",NA,NA
5931,"670","Johansen","GL","SIU",TRUE,"3","1474042",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,90,0,72,2005-05-10,4,"coalition","right",NA,NA
5931,"3093","Kallsberg","FO","A",TRUE,"3","1474045",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,90,0,72,2005-05-10,4,"coalition","right",NA,NA
5931,"672","Kleist","GL","IA",TRUE,"3","1474051",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,90,0,72,2005-05-10,4,"coalition","right",NA,NA
5932,"1833","Hoydal","FO","E",FALSE,"3","1474209",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5932,"670","Johansen","GL","SIU",TRUE,"3","1474221",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5932,"3093","Kallsberg","FO","A",TRUE,"3","1474224",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5932,"672","Kleist","GL","IA",TRUE,"3","1474230",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,92,0,70,2005-05-10,4,"coalition","right",NA,NA
5933,"1833","Hoydal","FO","E",FALSE,"3","1474388",TRUE,"3. behandling",31216,"Forslag til lov om ændring af lov om midlertidig, kontraktbetinget driftsstøtte til bygning af visse skibstyper. (Forlængelse af loven).",114,0,0,65,2005-03-17,1,"coalition","right",NA,NA
5933,"670","Johansen","GL","SIU",TRUE,"3","1474400",TRUE,"3. behandling",31216,"Forslag til lov om ændring af lov om midlertidig, kontraktbetinget driftsstøtte til bygning af visse skibstyper. (Forlængelse af loven).",114,0,0,65,2005-03-17,1,"coalition","right",NA,NA
5933,"3093","Kallsberg","FO","A",TRUE,"3","1474403",TRUE,"3. behandling",31216,"Forslag til lov om ændring af lov om midlertidig, kontraktbetinget driftsstøtte til bygning af visse skibstyper. (Forlængelse af loven).",114,0,0,65,2005-03-17,1,"coalition","right",NA,NA
5933,"672","Kleist","GL","IA",TRUE,"3","1474409",TRUE,"3. behandling",31216,"Forslag til lov om ændring af lov om midlertidig, kontraktbetinget driftsstøtte til bygning af visse skibstyper. (Forlængelse af loven).",114,0,0,65,2005-03-17,1,"coalition","right",NA,NA
5934,"1833","Hoydal","FO","E",FALSE,"3","1474567",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,91,0,71,2005-05-10,4,"coalition","right",NA,NA
5934,"670","Johansen","GL","SIU",TRUE,"3","1474579",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,91,0,71,2005-05-10,4,"coalition","right",NA,NA
5934,"3093","Kallsberg","FO","A",TRUE,"3","1474582",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,91,0,71,2005-05-10,4,"coalition","right",NA,NA
5934,"672","Kleist","GL","IA",TRUE,"3","1474588",FALSE,"2. behandling",21915,"Forslag til navnelov.",17,91,0,71,2005-05-10,4,"coalition","right",NA,NA
5935,"1833","Hoydal","FO","E",FALSE,"3","1474746",FALSE,"2. behandling",31128,"Forslag til lov om ændring af lov om social service. (Frit valg af klubtilbud eller andre socialpædagogiske fritidstilbud over kommunegrænser og indførelse af minimumsgrænse for tilskud til private pasningsordninger m.v.).",46,57,0,76,2005-05-10,4,"coalition","right",NA,NA
5935,"670","Johansen","GL","SIU",TRUE,"3","1474758",FALSE,"2. behandling",31128,"Forslag til lov om ændring af lov om social service. (Frit valg af klubtilbud eller andre socialpædagogiske fritidstilbud over kommunegrænser og indførelse af minimumsgrænse for tilskud til private pasningsordninger m.v.).",46,57,0,76,2005-05-10,4,"coalition","right",NA,NA
5935,"3093","Kallsberg","FO","A",TRUE,"3","1474761",FALSE,"2. behandling",31128,"Forslag til lov om ændring af lov om social service. (Frit valg af klubtilbud eller andre socialpædagogiske fritidstilbud over kommunegrænser og indførelse af minimumsgrænse for tilskud til private pasningsordninger m.v.).",46,57,0,76,2005-05-10,4,"coalition","right",NA,NA
5935,"672","Kleist","GL","IA",TRUE,"3","1474767",FALSE,"2. behandling",31128,"Forslag til lov om ændring af lov om social service. (Frit valg af klubtilbud eller andre socialpædagogiske fritidstilbud over kommunegrænser og indførelse af minimumsgrænse for tilskud til private pasningsordninger m.v.).",46,57,0,76,2005-05-10,4,"coalition","right",NA,NA
5936,"1833","Hoydal","FO","E",FALSE,"3","1474925",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5936,"670","Johansen","GL","SIU",TRUE,"3","1474937",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5936,"3093","Kallsberg","FO","A",TRUE,"3","1474940",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5936,"672","Kleist","GL","IA",TRUE,"3","1474946",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",46,62,0,71,2005-05-10,4,"coalition","right",NA,NA
5937,"1833","Hoydal","FO","E",FALSE,"3","1475104",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5937,"670","Johansen","GL","SIU",TRUE,"3","1475116",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5937,"3093","Kallsberg","FO","A",TRUE,"3","1475119",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5937,"672","Kleist","GL","IA",TRUE,"3","1475125",FALSE,"2. behandling",31129,"Forslag til lov om ændring af lov om social service. (Forbedring af muligheden for madordninger i daginstitutioner mod fuld forældrebetaling).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5938,"1833","Hoydal","FO","E",FALSE,"3","1475283",FALSE,"2. behandling",31173,"Forslag til lov om ændring af lov om social pension og andre love. (Ophør af udbetaling af social pension og andre ydelser ved unddragelse af strafforfølgning eller straffuldbyrdelse).",9,98,0,72,2005-05-10,4,"coalition","right",NA,NA
5938,"670","Johansen","GL","SIU",TRUE,"3","1475295",FALSE,"2. behandling",31173,"Forslag til lov om ændring af lov om social pension og andre love. (Ophør af udbetaling af social pension og andre ydelser ved unddragelse af strafforfølgning eller straffuldbyrdelse).",9,98,0,72,2005-05-10,4,"coalition","right",NA,NA
5938,"3093","Kallsberg","FO","A",TRUE,"3","1475298",FALSE,"2. behandling",31173,"Forslag til lov om ændring af lov om social pension og andre love. (Ophør af udbetaling af social pension og andre ydelser ved unddragelse af strafforfølgning eller straffuldbyrdelse).",9,98,0,72,2005-05-10,4,"coalition","right",NA,NA
5938,"672","Kleist","GL","IA",TRUE,"3","1475304",FALSE,"2. behandling",31173,"Forslag til lov om ændring af lov om social pension og andre love. (Ophør af udbetaling af social pension og andre ydelser ved unddragelse af strafforfølgning eller straffuldbyrdelse).",9,98,0,72,2005-05-10,4,"coalition","right",NA,NA
5939,"1833","Hoydal","FO","E",FALSE,"3","1475462",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5939,"670","Johansen","GL","SIU",TRUE,"3","1475474",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5939,"3093","Kallsberg","FO","A",TRUE,"3","1475477",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5939,"672","Kleist","GL","IA",TRUE,"3","1475483",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,61,0,71,2005-05-10,4,"coalition","right",NA,NA
5940,"1833","Hoydal","FO","E",FALSE,"3","1475641",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,62,0,70,2005-05-10,4,"coalition","right",NA,NA
5940,"670","Johansen","GL","SIU",TRUE,"3","1475653",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,62,0,70,2005-05-10,4,"coalition","right",NA,NA
5940,"3093","Kallsberg","FO","A",TRUE,"3","1475656",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,62,0,70,2005-05-10,4,"coalition","right",NA,NA
5940,"672","Kleist","GL","IA",TRUE,"3","1475662",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",47,62,0,70,2005-05-10,4,"coalition","right",NA,NA
5941,"1833","Hoydal","FO","E",FALSE,"3","1475820",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",42,64,0,73,2005-05-10,4,"coalition","right",NA,NA
5941,"670","Johansen","GL","SIU",TRUE,"3","1475832",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",42,64,0,73,2005-05-10,4,"coalition","right",NA,NA
5941,"3093","Kallsberg","FO","A",TRUE,"3","1475835",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",42,64,0,73,2005-05-10,4,"coalition","right",NA,NA
5941,"672","Kleist","GL","IA",TRUE,"3","1475841",FALSE,"2. behandling",21649,"Forslag til lov om ændring af lov om leje, lov om midlertidig regulering af boligforholdene og lov om leje af almene boliger. (Skærpelse af reglerne om frakendelse af retten til at administrere udlejningsejendomme m.v.).",42,64,0,73,2005-05-10,4,"coalition","right",NA,NA
5943,"1833","Hoydal","FO","E",FALSE,"3","1476178",FALSE,"Behandling",20485,"»Flere i arbejde« sætter fokus på aktivering på rigtige arbejdspladser og er målrettet ordinære job. Det er den enkelte ledige, der er udgangspunktet for indsatsen. Erfaringen viser, at løntilskud ofte vil være det mest effektive redskab til at bringe den ledige i ordinær beskæftigelse. Andre gange går vejen til beskæftigelse via uddannelse og opkvalificering.

Løntilskudsordningen har fra starten indeholdt en række regler, der skal sikre mod misbrug af ordningen. Statsrevisorerne har i deres beretning fra februar 2005 udtrykt kritik af statens administration af reglerne. Kritikken har øjeblikkelig medført opstramninger i administrationen. For at få vished for, at løntilskud ikke fortrænger ordinære job, heller ikke i den kommunale sektor, har regeringen iværksat analyser heraf.

Hvis undersøgelserne viser, at der sker fortrængning, vil der selvfølgelig ske den nødvendige tilpasning af løntilskudsreglerne.",97,9,0,73,2005-05-10,3,"coalition","right",NA,NA
5943,"670","Johansen","GL","SIU",TRUE,"3","1476190",FALSE,"Behandling",20485,"»Flere i arbejde« sætter fokus på aktivering på rigtige arbejdspladser og er målrettet ordinære job. Det er den enkelte ledige, der er udgangspunktet for indsatsen. Erfaringen viser, at løntilskud ofte vil være det mest effektive redskab til at bringe den ledige i ordinær beskæftigelse. Andre gange går vejen til beskæftigelse via uddannelse og opkvalificering.

Løntilskudsordningen har fra starten indeholdt en række regler, der skal sikre mod misbrug af ordningen. Statsrevisorerne har i deres beretning fra februar 2005 udtrykt kritik af statens administration af reglerne. Kritikken har øjeblikkelig medført opstramninger i administrationen. For at få vished for, at løntilskud ikke fortrænger ordinære job, heller ikke i den kommunale sektor, har regeringen iværksat analyser heraf.

Hvis undersøgelserne viser, at der sker fortrængning, vil der selvfølgelig ske den nødvendige tilpasning af løntilskudsreglerne.",97,9,0,73,2005-05-10,3,"coalition","right",NA,NA
5943,"3093","Kallsberg","FO","A",TRUE,"3","1476193",FALSE,"Behandling",20485,"»Flere i arbejde« sætter fokus på aktivering på rigtige arbejdspladser og er målrettet ordinære job. Det er den enkelte ledige, der er udgangspunktet for indsatsen. Erfaringen viser, at løntilskud ofte vil være det mest effektive redskab til at bringe den ledige i ordinær beskæftigelse. Andre gange går vejen til beskæftigelse via uddannelse og opkvalificering.

Løntilskudsordningen har fra starten indeholdt en række regler, der skal sikre mod misbrug af ordningen. Statsrevisorerne har i deres beretning fra februar 2005 udtrykt kritik af statens administration af reglerne. Kritikken har øjeblikkelig medført opstramninger i administrationen. For at få vished for, at løntilskud ikke fortrænger ordinære job, heller ikke i den kommunale sektor, har regeringen iværksat analyser heraf.

Hvis undersøgelserne viser, at der sker fortrængning, vil der selvfølgelig ske den nødvendige tilpasning af løntilskudsreglerne.",97,9,0,73,2005-05-10,3,"coalition","right",NA,NA
5943,"672","Kleist","GL","IA",TRUE,"3","1476199",FALSE,"Behandling",20485,"»Flere i arbejde« sætter fokus på aktivering på rigtige arbejdspladser og er målrettet ordinære job. Det er den enkelte ledige, der er udgangspunktet for indsatsen. Erfaringen viser, at løntilskud ofte vil være det mest effektive redskab til at bringe den ledige i ordinær beskæftigelse. Andre gange går vejen til beskæftigelse via uddannelse og opkvalificering.

Løntilskudsordningen har fra starten indeholdt en række regler, der skal sikre mod misbrug af ordningen. Statsrevisorerne har i deres beretning fra februar 2005 udtrykt kritik af statens administration af reglerne. Kritikken har øjeblikkelig medført opstramninger i administrationen. For at få vished for, at løntilskud ikke fortrænger ordinære job, heller ikke i den kommunale sektor, har regeringen iværksat analyser heraf.

Hvis undersøgelserne viser, at der sker fortrængning, vil der selvfølgelig ske den nødvendige tilpasning af løntilskudsreglerne.",97,9,0,73,2005-05-10,3,"coalition","right",NA,NA
5944,"1833","Hoydal","FO","E",FALSE,"3","1476357",TRUE,"3. behandling",31136,"Forslag til lov om ændring af udlændingeloven. (Tilknytning til Eurodacforordningen og Dublinforordningen på mellemstatsligt grundlag m.v.).",120,3,0,56,2005-05-12,1,"coalition","right",NA,NA
5944,"670","Johansen","GL","SIU",TRUE,"3","1476369",TRUE,"3. behandling",31136,"Forslag til lov om ændring af udlændingeloven. (Tilknytning til Eurodacforordningen og Dublinforordningen på mellemstatsligt grundlag m.v.).",120,3,0,56,2005-05-12,1,"coalition","right",NA,NA
5944,"3093","Kallsberg","FO","A",TRUE,"3","1476372",TRUE,"3. behandling",31136,"Forslag til lov om ændring af udlændingeloven. (Tilknytning til Eurodacforordningen og Dublinforordningen på mellemstatsligt grundlag m.v.).",120,3,0,56,2005-05-12,1,"coalition","right",NA,NA
5944,"672","Kleist","GL","IA",TRUE,"3","1476378",TRUE,"3. behandling",31136,"Forslag til lov om ændring af udlændingeloven. (Tilknytning til Eurodacforordningen og Dublinforordningen på mellemstatsligt grundlag m.v.).",120,3,0,56,2005-05-12,1,"coalition","right",NA,NA
5945,"1833","Hoydal","FO","E",FALSE,"3","1476536",TRUE,"3. behandling",31137,"Forslag til lov om ændring af udlændingeloven, lov om ægteskabs indgåelse og opløsning og repatrieringsloven. (Skærpet straf for ulovlig beskæftigelse, afskaffelse af madkasseordningen, styrkelse af oplysningsgrundlaget i sager om helbredsbetinget humanitær opholdstilladelse, præcisering af Flygtningenævnets uafhængighed, fremhævelse af hensynet til familiens enhed, udvidelse af personkredsen, der kan modtage hjælp efter repatrieringsloven, m.v.)",100,19,0,60,2005-05-12,1,"coalition","right",NA,NA
